Substrate,Product,Boronic Ester,Active Catalyst-Ligand,Catalyst,Ligand,Buried_Vol,PyramidalizationAR,PyramidalizationG,SASA_area,SASA_vol,Sterimol_L,SterimolB_1,Sterimol_B_5,Buried_Sterimol_L,Buried_SterimolB_1,Buried_Sterimol_B_5,Hirshfeld Heavy Atom Charge,CM5 Charge,Hirshfeld Carbon Charge,Hirshfeld Hydrogen Charge,ESP Heavy Atom Charge,ESP Carbon Charge,ESP Hydrogen Charge,NPA Carbon Charge,NPA Hydrogen Charge,MBS Heavy Atom Charge,MBS Carbon Charge,MBS Hydrogen Charge,Mulliken Heavy Charge,Mulliken Carbon Charge,Mulliken Hydrogen Charge,Solvent,Temp,Aliphatic Atom Count,Aliphatic Bond Count,Aliphatic Ring Count,Aromatic Atom Count,Aromatic Bond Count,Aromatic Ring Count,Steric Effect Index,Atomic_Polarizability,Balaban Index,Chain Atom Count,Distance Degree,Dreiding Energy,Eccentricity,Harary Index,Hydrogen Acceptor Count,Hydrogen Acceptor Site Count,Heteroatom Aromatic Ring Count,Hydrogen Donor Count,Hydrogen Donor Site Count,Hyper Wiener Index,Largest Ring Size,Max Projection Area,Max Projection Radius,MaxZ,Moleculare Polarizability,Platt Index,Refractivity,Ring Atom Count,Rot Bond Count,Sigma Electronegativity,Wiener Index,Product_Ratio
"InChI=1S/C11H11NO2/c1-2-14-11(13)10-7-8-5-3-4-6-9(8)12-10/h3-7,12H,2H2,1H3","InChI=1S/C17H22BNO4/c1-16(2)17(3,4)23-18(22-16)9-10-21-15(20)14-11-12-7-5-6-8-13(12)19-14/h5-8,11,19H,9-10H2,1-4H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.032655,0.044039,-0.098314,0.042733,-0.048294,-0.223276,0.069005,-0.59302,0.20647,0.040274,-0.254339,0.099489,-0.081236,-0.524582,0.147736,6,60,5,5,0,9,10,2,1.836664163,1.116290667,1.855442268,5,54,33.87,7,38.6547619,1,1,1,1,1,825,6,66.26183994,6.815972102,4.56633291,21.81444454,40,53.7959,9,3,8.480894289,307,0
"InChI=1S/C11H11NO2/c1-2-14-11(13)10-7-8-5-3-4-6-9(8)12-10/h3-7,12H,2H2,1H3","InChI=1S/C17H22BNO4/c1-6-21-15(20)14-13(11-9-7-8-10-12(11)19-14)18-22-16(2,3)17(4,5)23-18/h7-10,19H,6H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.010051,0.006957,-0.066658,0.056608,-0.163228,-0.322451,0.159223,-0.21127,0.23052,-0.007277,-0.138626,0.131349,0.30809,0.180316,0.127774,6,60,5,5,0,9,10,2,3.586273407,2.16,1.855442268,5,36,33.87,6,38.6547619,1,1,1,1,1,825,6,66.26183994,6.815972102,4.56633291,21.81444454,40,53.7959,9,3,8.591561591,307,0
"InChI=1S/C11H11NO2/c1-2-14-11(13)10-7-8-5-3-4-6-9(8)12-10/h3-7,12H,2H2,1H3","InChI=1S/C17H22BNO4/c1-11(18-22-16(2,3)17(4,5)23-18)21-15(20)14-10-12-8-6-7-9-13(12)19-14/h6-11,19H,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.118263,0.16423,0.027579,0.045344,0.389287,0.423569,-0.017234,-0.03721,0.18645,0.254784,0.027677,0.113547,0.335136,0.014729,0.160206,6,60,5,5,0,9,10,2,2.371311614,1.359456,1.855442268,5,52,33.87,8,38.6547619,1,2,1,1,1,825,6,66.26183992,6.8159721,4.566332948,21.81444454,40,53.7959,9,3,8.289323191,307,0
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-6-22-15(21)13-8-10-7-11(19)9-12(14(10)20-13)18-23-16(2,3)17(4,5)24-18/h7-9,20H,6H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.00057,0.009532,-0.05306,0.053631,-0.102394,-0.25351,0.151116,-0.25351,0.151116,-0.004451,-0.119582,0.115132,-0.858193,-0.978331,0.120138,6,60,6,6,0,9,10,2,2.800644961,1.359456,1.754412305,6,46,34.06,7,42.90992063,1,1,1,1,1,1052,6,71.1931931,7.110162653,4.757862748,23.66387647,44,58.6007,9,3,8.737147372,373,1
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-6-22-15(21)14-8-10-7-12(19)11(9-13(10)20-14)18-23-16(2,3)17(4,5)24-18/h7-9,20H,6H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.004538,0.007277,-0.049321,0.05386,0.016693,0.016693,0.109024,-0.092331,0.109024,0.028641,-0.097832,0.126473,-0.509324,-0.659038,0.149714,6,60,6,6,0,9,10,2,2.58499616,1.359456,1.754412305,6,47,34.06,7,42.90992063,1,1,1,1,1,1052,6,71.1931931,7.110162653,4.757862748,23.66387647,44,58.6007,9,3,8.514512509,373,0
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-6-22-15(21)13-9-10-12(20-13)8-7-11(19)14(10)18-23-16(2,3)17(4,5)24-18/h7-9,20H,6H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.009753,0.016028,-0.047116,0.05687,-0.110925,-0.110925,0.157598,-0.268523,0.157598,0.028617,-0.098252,0.126869,-0.198398,-0.337504,0.139107,6,60,6,6,0,9,10,2,2.674212778,1.359456,1.754412305,6,39,34.06,5,42.90992063,1,1,1,1,1,1052,6,71.1931931,7.110162653,4.757862748,23.66387647,44,58.6007,9,3,8.924039341,373,0
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-16(2)17(3,4)24-18(23-16)7-8-22-15(21)14-10-11-9-12(19)5-6-13(11)20-14/h5-6,9-10,20H,7-8H2,1-4H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.035088,0.046456,-0.097756,0.04634,-0.038419,-0.211548,0.037152,-0.59346,0.20928,0.042474,-0.254657,0.096841,-0.080578,-0.526405,0.148873,6,60,6,6,0,9,10,2,1.841156288,1.116290667,1.754412305,6,62,34.06,8,42.90992063,1,1,1,1,1,1052,6,71.1931931,7.110162653,4.757862748,23.66387647,44,58.6007,9,3,8.480894289,373,0
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-6-22-15(21)14-13(11-9-10(19)7-8-12(11)20-14)18-23-16(2,3)17(4,5)24-18/h7-9,20H,6H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.006243,0.010751,-0.065076,0.058833,-0.11363,-0.11363,0.15234,-0.211548,0.15234,-0.003606,-0.138154,0.134548,0.611391,0.480241,0.13115,6,60,6,6,0,9,10,2,3.671457407,2.16,1.754412305,6,39,34.06,6,42.90992063,1,1,1,1,1,1052,6,71.1931931,7.110162653,4.757862748,23.66387647,44,58.6007,9,3,8.674429581,373,0
"InChI=1S/C11H10ClNO2/c1-2-15-11(14)10-6-7-5-8(12)3-4-9(7)13-10/h3-6,13H,2H2,1H3","InChI=1S/C17H21BClNO4/c1-10(18-23-16(2,3)17(4,5)24-18)22-15(21)14-9-11-8-12(19)6-7-13(11)20-14/h6-10,20H,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.120656,0.166512,0.028462,0.046085,0.382045,0.409957,-0.013885,-0.03732,0.18726,0.256145,0.027019,0.11462,0.340687,0.017024,0.161814,6,60,6,6,0,9,10,2,2.655561156,1.359456,1.754412305,6,54,34.06,8,42.90992063,1,2,1,1,1,1052,6,71.19319313,7.110162655,4.757862693,23.66387647,44,58.6007,9,3,8.635900869,373,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C19H25NO5/c1-7-23-16(21)14-9-11-8-12(22-6)10-13(15(11)20-14)17-24-18(2,3)19(4,5)25-17/h8-10,17,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.011981,0.001158,-0.059216,0.047368,-0.096822,-0.241425,0.144603,-0.21723,0.21023,-0.011768,-0.120804,0.109036,-0.850427,-0.962094,0.111667,6,60,7,7,0,9,10,2,2.624273998,1.359456,1.641299335,7,49,39.49,7,46.91388889,2,2,1,1,1,1360,6,72.52425586,7.391151385,5.590960163,24.31716645,46,60.2591,9,4,8.742569453,454,1
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-7-23-16(21)14-8-11-9-15(22-6)12(10-13(11)20-14)19-24-17(2,3)18(4,5)25-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.025712,-0.01785,-0.067992,0.04228,-0.10815,-0.245696,0.137546,-0.27114,0.21126,-0.036497,-0.146214,0.109717,0.41783,0.295489,0.12234,6,60,7,7,0,9,10,2,2.53738916,1.359456,1.641299335,7,51,39.49,7,46.91388889,2,2,1,1,1,1360,6,72.52425586,7.391151385,5.590960163,24.31716645,46,60.2591,9,4,8.521679098,454,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-7-23-16(21)13-10-11-12(20-13)8-9-14(22-6)15(11)19-24-17(2,3)18(4,5)25-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.011981,0.001158,-0.063904,0.051356,-0.282824,-0.473615,0.190792,-0.22276,0.21934,-0.005297,-0.125658,0.120362,-0.664825,-0.782267,0.117442,6,60,7,7,0,9,10,2,2.655536778,1.359456,1.641299335,7,44,39.49,5,46.91388889,2,2,1,1,1,1360,6,72.52425586,7.391151385,5.590960163,24.31716645,46,60.2591,9,4,8.8114709,454,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-7-23-16(21)15-14(19-24-17(2,3)18(4,5)25-19)12-10-11(22-6)8-9-13(12)20-15/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.015206,0.001978,-0.069242,0.054036,-0.119253,-0.267749,0.148496,-0.21901,0.22977,-0.012705,-0.143901,0.131197,0.678817,0.552726,0.126091,6,60,7,7,0,9,10,2,3.623850407,2.16,1.641299335,7,43,39.49,6,46.91388889,2,2,1,1,1,1360,6,72.52425586,7.391151385,5.590960163,24.31716645,46,60.2591,9,4,8.656246895,454,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-6-22-16(21)15-10-12-9-13(7-8-14(12)20-15)23-11-19-24-17(2,3)18(4,5)25-19/h7-10,20H,6,11H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.122211,0.179124,-0.011364,0.052523,0.234779,0.217472,0.034248,-0.20598,0.19095,0.240214,-0.071054,0.119842,0.187246,-0.253115,0.156966,6,60,7,7,0,9,10,2,1.83919353,1.116290667,1.641299335,7,71,39.49,9,46.91388889,2,4,1,1,1,1360,6,72.52425587,7.391151384,5.590960127,24.31716645,46,60.2591,9,4,8.480894289,454,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-11(19-24-17(2,3)18(4,5)25-19)23-16(21)15-10-12-9-13(22-6)7-8-14(12)20-15/h7-11,20H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.117038,0.16344,0.027254,0.044892,0.384554,0.411786,-0.013611,-0.03672,0.18573,0.254405,0.026683,0.113877,0.341995,0.021865,0.16006,6,60,7,7,0,9,10,2,2.479190193,1.359456,1.641299335,7,57,39.49,8,46.91388889,2,4,1,1,1,1360,6,72.52425587,7.391151384,5.590960127,24.31716645,46,60.2591,9,4,8.645566269,454,0
"InChI=1S/C12H13NO3/c1-3-16-12(14)11-7-8-6-9(15-2)4-5-10(8)13-11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO5/c1-17(2)18(3,4)25-19(24-17)8-9-23-16(21)15-11-12-10-13(22-5)6-7-14(12)20-15/h6-7,10-11,20H,8-9H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.032111,0.043558,-0.098416,0.042646,-0.045586,-0.228672,0.071868,-0.59197,0.20605,0.039681,-0.256499,0.10009,-0.086942,-0.528651,0.147452,6,60,7,7,0,9,10,2,0.85518784,1.116290667,1.641299335,7,81,39.49,10,46.91388889,2,4,1,1,1,1360,6,72.52425587,7.391151384,5.590960127,24.31716645,46,60.2591,9,4,8.371553692,454,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-7-22-16(21)14-11(2)20-15-12(14)9-8-10-13(15)19-23-17(3,4)18(5,6)24-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.022643,-0.014015,-0.066847,0.044204,-0.11495,-0.24756,0.132611,-0.23703,0.20691,-0.029264,-0.130908,0.101644,-0.238973,-0.344337,0.105364,6,60,6,6,0,9,10,2,3.396234704,1.359456,1.893607069,6,38,37.13,5,43.8202381,1,1,1,1,1,897,6,70.10514812,5.898757548,4.802458157,23.57862354,44,59.0681,9,3,8.364577211,348,1
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-7-22-16(21)15-11(2)20-14-10-12(8-9-13(14)15)19-23-17(3,4)18(5,6)24-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.012712,-0.012149,-0.056762,0.04405,-0.024837,-0.127227,0.10239,-0.20779,0.2046,-0.006354,-0.110994,0.10464,-0.137775,-0.259562,0.121787,6,60,6,6,0,9,10,2,2.564309283,1.359456,1.893607069,6,43,37.13,6,43.8202381,1,1,1,1,1,897,6,70.10514812,5.898757548,4.802458157,23.57862354,44,59.0681,9,3,8.48324966,348,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-7-22-16(21)15-11(2)20-14-9-8-12(10-13(14)15)19-23-17(3,4)18(5,6)24-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.01416,-0.013617,-0.058167,0.044007,0.010788,-0.06802,0.078808,-0.21779,0.20535,-0.012487,-0.117074,0.104587,-0.126368,-0.249216,0.122848,6,60,6,6,0,9,10,2,2.376065156,1.359456,1.893607069,6,57,37.13,8,43.8202381,1,1,1,1,1,897,6,70.10514812,5.898757548,4.802458157,23.57862354,44,59.0681,9,3,8.317099158,348,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-7-22-16(21)14-11(2)20-13-10-8-9-12(15(13)14)19-23-17(3,4)18(5,6)24-19/h8-10,20H,7H2,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.002809,0.011088,-0.044289,0.047098,-0.08538,-0.234276,0.148896,-0.18715,0.23391,0.029005,-0.107614,0.136619,-1.019391,-1.171806,0.152415,6,60,6,6,0,9,10,2,2.51543716,1.359456,1.893607069,6,48,37.13,7,43.8202381,1,1,1,1,1,897,6,70.10514812,5.898757548,4.802458157,23.57862354,44,59.0681,9,3,8.37676311,348,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-6-22-16(21)15-12-9-7-8-10-13(12)20-14(15)11-19-23-17(2,3)18(4,5)24-19/h7-10,20H,6,11H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.048273,0.07452,-0.092566,0.050196,0.009145,-0.174948,0.066332,-0.60665,0.23336,0.07976,-0.258509,0.125172,-0.026715,-0.521798,0.182676,6,60,6,6,0,9,10,2,1.850904801,1.116290667,1.893607069,6,57,37.13,7,43.8202381,1,1,1,1,1,897,6,70.10514812,5.898757548,4.802458157,23.57862354,44,59.0681,9,3,8.480457173,348,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-11-15(13-9-7-8-10-14(13)20-11)16(21)22-12(2)19-23-17(3,4)18(5,6)24-19/h7-10,12,20H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.108803,0.155423,0.023133,0.042835,0.361896,0.407823,-0.02297,-0.03784,0.18474,0.251526,0.029209,0.11116,0.420418,0.100965,0.159726,6,60,6,6,0,9,10,2,2.393608383,1.359456,1.893607069,6,52,37.13,7,43.8202381,1,2,1,1,1,897,6,70.10514799,5.89875754,4.802458172,23.57862354,44,59.0681,9,3,8.300561677,348,0
"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3","InChI=1S/C18H24BNO4/c1-12-15(13-8-6-7-9-14(13)20-12)16(21)22-11-10-19-23-17(2,3)18(4,5)24-19/h6-9,20H,10-11H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.022969,0.034202,-0.100389,0.039676,-0.060467,-0.248488,0.071752,-0.59111,0.2021,0.029095,-0.253104,0.094139,-0.150575,-0.584968,0.143019,6,60,6,6,0,9,10,2,1.420560444,1.116290667,1.893607069,6,51,37.13,6,43.8202381,1,2,1,1,1,897,6,70.10514799,5.89875754,4.802458172,23.57862354,44,59.0681,9,3,8.143217188,348,0
"InChI=1S/C11H11NO3/c1-14-10-5-3-4-8-7(10)6-9(12-8)11(13)15-2/h3-6,12H,1-2H3","InChI=1S/C17H22BNO5/c1-16(2)17(3,4)24-18(23-16)11-7-8-13(21-5)10-9-12(15(20)22-6)19-14(10)11/h7-9,19H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.033411,-0.02479,-0.078087,0.044676,-0.229154,-0.394212,0.165058,-0.26819,0.21093,-0.04187,-0.146989,0.105119,-0.76378,-0.870541,0.106761,6,60,6,6,0,9,10,2,2.480483526,1.359456,1.852663223,6,49,38.22,7,43.57261905,2,2,1,1,1,939,6,67.7305765,6.146826943,4.977518477,22.47836108,44,55.5105,9,3,8.626673551,355,1
"InChI=1S/C11H11NO3/c1-14-10-5-3-4-8-7(10)6-9(12-8)11(13)15-2/h3-6,12H,1-2H3","InChI=1S/C17H22BNO5/c1-16(2)17(3,4)24-18(23-16)10-7-12-11(14(8-10)21-5)9-13(19-12)15(20)22-6/h7-9,19H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.003164,-0.002293,-0.049708,0.046544,-0.164243,-0.032026,0.100094,-0.1797,0.20535,0.012673,-0.095204,0.107877,-0.074529,-0.199335,0.124806,6,60,6,6,0,9,10,2,2.514157708,1.359456,1.852663223,6,46,38.22,6,43.57261905,2,2,1,1,1,939,6,67.7305765,6.146826943,4.977518477,22.47836108,44,55.5105,9,3,8.361680264,355,0
"InChI=1S/C11H11NO3/c1-14-10-5-3-4-8-7(10)6-9(12-8)11(13)15-2/h3-6,12H,1-2H3","InChI=1S/C17H22BNO5/c1-16(2)17(3,4)24-18(23-16)11-7-8-12-10(14(11)21-5)9-13(19-12)15(20)22-6/h7-9,19H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.049415,-0.041949,-0.089615,0.0402,0.314332,-0.299343,0.1351,-0.31649,0.21034,-0.069875,-0.175171,0.105296,0.037102,-0.083724,0.120826,6,60,6,6,0,9,10,2,2.667852778,1.359456,1.852663223,6,37,38.22,4,43.57261905,2,2,1,1,1,939,6,67.7305765,6.146826943,4.977518477,22.47836108,44,55.5105,9,3,8.997327802,355,0
"InChI=1S/C11H11NO3/c1-14-10-5-3-4-8-7(10)6-9(12-8)11(13)15-2/h3-6,12H,1-2H3","InChI=1S/C17H22BNO5/c1-16(2)17(3,4)24-18(23-16)13-12-10(8-7-9-11(12)21-5)19-14(13)15(20)22-6/h7-9,19H,1-6H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.007772,0.026398,-0.055155,0.062926,-0.01146,-0.121594,0.110134,-0.19072,0.24153,0.024847,-0.121498,0.146345,0.360905,0.220486,0.140419,6,60,6,6,0,9,10,2,3.692768815,2.16,1.852663223,6,35,38.22,5,43.57261905,2,2,1,1,1,939,6,67.7305765,6.146826943,4.977518477,22.47836108,44,55.5105,9,3,8.835125844,355,0
"InChI=1S/C11H11NO3/c1-14-10-5-3-4-8-7(10)6-9(12-8)11(13)15-2/h3-6,12H,1-2H3","InChI=1S/C17H22BNO5/c1-16(2)17(3,4)24-18(23-16)10-22-14-8-6-7-12-11(14)9-13(19-12)15(20)21-5/h6-9,19H,10H2,1-5H3",1,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.134409,0.191095,-0.007292,0.043604,0.217199,0.139863,0.015804,-0.2079,0.17147,0.250983,-0.07151,0.100402,0.226878,-0.227921,0.147334,6,60,6,6,0,9,10,2,0.840345288,1.116290667,1.852663223,6,68,38.22,8,43.57261905,2,4,1,1,1,939,6,67.73057648,6.146826942,4.977518503,22.47836108,44,55.5105,9,3,8.403540395,355,0
