Substrate,Product,Boronic Ester,Active Catalyst-Ligand,Catalyst,Ligand,Buried_Vol,PyramidalizationAR,PyramidalizationG,SASA_area,SASA_vol,Sterimol_L,SterimolB_1,Sterimol_B_5,Buried_Sterimol_L,Buried_SterimolB_1,Buried_Sterimol_B_5,Hirshfeld Heavy Atom Charge,CM5 Charge,Hirshfeld Carbon Charge,Hirshfeld Hydrogen Charge,ESP Heavy Atom Charge,ESP Carbon Charge,ESP Hydrogen Charge,NPA Carbon Charge,NPA Hydrogen Charge,MBS Heavy Atom Charge,MBS Carbon Charge,MBS Hydrogen Charge,Mulliken Heavy Charge,Mulliken Carbon Charge,Mulliken Hydrogen Charge,Solvent,Temp,Aliphatic Atom Count,Aliphatic Bond Count,Aliphatic Ring Count,Aromatic Atom Count,Aromatic Bond Count,Aromatic Ring Count,Steric Effect Index,Atomic_Polarizability,Balaban Index,Chain Atom Count,Distance Degree,Dreiding Energy,Eccentricity,Harary Index,Hydrogen Acceptor Count,Hydrogen Acceptor Site Count,Heteroatom Aromatic Ring Count,Hydrogen Donor Count,Hydrogen Donor Site Count,Hyper Wiener Index,Largest Ring Size,Max Projection Area,Max Projection Radius,MaxZ,Moleculare Polarizability,Platt Index,Refractivity,Ring Atom Count,Rot Bond Count,Sigma Electronegativity,Wiener Index,Product_Ratio
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)22(17-11-7-6-8-12-17)33-24(31)29-21(23(30)32-5)15-18-16-28-20-14-10-9-13-19(18)20/h6-14,16,21-22,28H,15H2,1-5H3,(H,29,31)/t21-,22?/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.115978,0.173306,0.023948,0.045556,0.085265,-0.074342,0.07875,-0.04158,0.1952,0.258668,0.021446,0.117006,-0.220796,-0.569205,0.167651,1,60,11,12,0,15,16,3,3.456827683,1.359456,1.470548785,11,143,65.31,11,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.388492789,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)20-12-8-6-10-17(20)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-13-9-7-11-19(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.005786,0.00974,-0.042701,0.048488,-0.027694,-0.134409,0.106715,-0.18678,0.2065,0.003415,-0.102149,0.105564,-0.011348,-0.124483,0.113134,1,60,11,12,0,15,16,3,2.571839988,1.359456,1.470548785,11,144,65.31,12,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.42028076,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)19-10-8-9-17(13-19)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-12-7-6-11-20(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.004779,0.004919,-0.044353,0.049132,0.006285,-0.073767,0.080052,-0.20023,0.20754,0.004479,-0.104346,0.108825,-0.211461,-0.339711,0.12825,1,60,11,12,0,15,16,3,2.36457889,1.359456,1.470548785,11,183,65.31,13,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.249654827,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)19-12-10-17(11-13-19)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-9-7-6-8-20(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.006089,0.006129,-0.04312,0.049209,0.002178,-0.082671,0.084849,-0.19839,0.2074,0.007213,-0.101472,0.108685,0.035162,-0.093135,0.128297,1,60,11,12,0,15,16,3,2.36457889,1.359456,1.470548785,11,183,65.31,13,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.249654827,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)22-19(18-13-9-10-14-20(18)28-22)15-21(23(30)32-5)29-24(31)33-16-17-11-7-6-8-12-17/h6-14,21,28H,15-16H2,1-5H3,(H,29,31)/t21-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.04897,0.128887,-0.008886,0.057857,0.162183,0.039367,0.122817,0.009,0.21221,0.116199,-0.013746,0.129945,0.073179,-0.058535,0.131714,1,60,11,12,0,15,16,3,2.170572331,1.116290667,1.470548785,11,129,65.31,10,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.747066584,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)21(19-15-28-20-14-10-9-13-18(19)20)22(23(30)32-5)29-24(31)33-16-17-11-7-6-8-12-17/h6-15,21-22,28H,16H2,1-5H3,(H,29,31)/t21?,22-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.026858,0.053415,-0.056513,0.040872,0.158224,0.320636,-0.090895,-0.39278,0.22705,0.063222,-0.153651,0.11318,-0.175947,-0.504243,0.174487,1,60,11,12,0,15,16,3,3.456827683,1.359456,1.470548785,11,143,65.31,11,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.388492789,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)17-33-23(30)22(14-19-15-28-21-13-9-8-12-20(19)21)29-24(31)32-16-18-10-6-5-7-11-18/h5-13,15,22,28H,14,16-17H2,1-4H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.149322,0.21081,-0.006344,0.051519,0.235575,0.089725,0.032398,-0.21789,0.19452,0.285782,-0.085027,0.128061,0.311274,-0.187477,0.177952,1,60,11,12,0,15,16,3,2.328293809,1.359456,1.470548785,11,203,65.51,14,93.09153069,4,7,1,2,2,7763,6,91.16816512,7.830472345,9.458092023,38.5319438,80,97.4425,15,8,8.226096871,1838,0
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1","InChI=1S/C26H31BN2O6/c1-24(2)25(3,4)35-27(34-24)26(22(30)32-5,15-19-16-28-21-14-10-9-13-20(19)21)29-23(31)33-17-18-11-7-6-8-12-18/h6-14,16,28H,15,17H2,1-5H3,(H,29,31)",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.08554,0.165279,0.033229,0.052312,0.122928,0.199861,-0.076933,-0.09685,0.23765,0.1859,0.050305,0.135595,-0.105255,-0.30122,0.195965,1,60,11,12,0,15,16,3,2.724002068,1.359456,1.470548785,11,115,65.51,9,93.09153069,4,7,1,2,2,7763,6,91.16816512,7.830472345,9.458092023,38.5319438,80,97.4425,15,8,10.24310141,1838,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-24(2,3)32-23(31)30-13-9-11-20-19-14-18(17-28-33-25(4,5)26(6,7)34-28)16-27(20,30)21-10-8-12-29-22(21)15-19/h8,10,12,18-20H,9,11,13-17H2,1-7H3/t18-,19+,20-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.003127,0.009225,-0.099538,0.035419,-0.132158,-0.270147,0.053043,-0.56192,0.20141,-0.008104,-0.254765,0.083778,-0.152503,-0.587033,0.145605,1,80,19,22,3,6,6,1,1.443579015,1.116290667,1.530199055,8,136,100.02,9,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.655035639,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-16-27-19(12-10-14-30(27)23(31)32-24(2,3)4)18(15-21-20(27)11-9-13-29-21)22(17)28-33-25(5,6)26(7,8)34-28/h9,11,13,17-19,22H,10,12,14-16H2,1-8H3/t17-,18-,19+,22-,27+/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.000772,0.007205,-0.063344,0.030791,-0.237205,-0.292929,0.012824,-0.37044,0.19495,-0.004751,-0.149867,0.069829,-0.52576,-0.815937,0.143303,1,80,19,22,3,6,6,1,2.772251679,1.116290667,1.530199055,8,98,100.02,8,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.381909143,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-18-15-19-16-21-20(11-9-13-29-21)27(17-18)26(19,28-33-24(5,6)25(7,8)34-28)12-10-14-30(27)22(31)32-23(2,3)4/h9,11,13,18-19H,10,12,14-17H2,1-8H3/t18-,19+,26+,27+/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.006731,0.014471,-0.025715,0.032446,-0.158491,-0.169069,0.010578,-0.21187,0.20711,0.018365,-0.056427,0.074792,-0.131848,-0.274066,0.142218,1,80,19,22,3,6,6,1,4.021603519,1.359456,1.530199055,8,76,100.02,6,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.625698753,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-14-18-15-21-19(10-9-12-29-21)27(16-17)22(18)20(28-33-25(5,6)26(7,8)34-28)11-13-30(27)23(31)32-24(2,3)4/h9-10,12,17-18,20,22H,11,13-16H2,1-8H3/t17-,18+,20-,22+,27+/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.002819,0.011267,-0.064125,0.031345,0.063232,0.143924,-0.048883,-0.38223,0.19751,0.002696,-0.154129,0.07753,0.02019,-0.277765,0.151371,1,80,19,22,3,6,6,1,2.26836653,1.359456,1.530199055,8,127,100.02,9,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.739327406,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-12-18-13-22-20(10-9-11-29-22)27(15-17)21(18)14-19(16-30(27)23(31)32-24(2,3)4)28-33-25(5,6)26(7,8)34-28/h9-11,17-19,21H,12-16H2,1-8H3/t17-,18+,19?,21-,27+/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.013953,0.022137,-0.061192,0.035641,-0.04511,-0.057834,0.004566,-0.38639,0.19849,0.02027,-0.145926,0.083228,-0.141982,-0.44555,0.150039,1,80,19,22,3,6,6,1,2.673938444,1.359456,1.530199055,8,95,100.02,7,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.4764192,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-14-18-15-21-20(10-9-13-29-21)27(16-17)19(18)11-12-22(30(27)23(31)32-24(2,3)4)28-33-25(5,6)26(7,8)34-28/h9-10,13,17-19,22H,11-12,14-16H2,1-8H3/t17-,18+,19-,22+,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.062169,0.156285,-0.009905,0.040729,0.200674,0.249678,0.007566,-0.17571,0.24223,0.171313,-0.051622,0.136906,0.177208,-0.175153,0.194865,1,80,19,22,3,6,6,1,2.719765494,1.116290667,1.530199055,8,104,100.02,8,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.552394191,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-18-14-19-15-22-21(10-8-12-29-22)27(16-18)20(19)11-9-13-30(27)23(31)32-24(2,3)17-28-33-25(4,5)26(6,7)34-28/h8,10,12,18-20H,9,11,13-17H2,1-7H3/t18-,19+,20-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.003106,0.026012,-0.108394,0.038534,-0.12795,-0.334326,0.057604,-0.60436,0.20386,0.026884,-0.266862,0.085518,0.084271,-0.388341,0.140166,1,80,19,22,3,6,6,1,2.433404457,1.359456,1.530199055,8,114,100.02,8,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.467813352,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-14-18-15-21-22(20(11-12-29-21)28-33-25(5,6)26(7,8)34-28)27(16-17)19(18)10-9-13-30(27)23(31)32-24(2,3)4/h11-12,17-19H,9-10,13-16H2,1-8H3/t17-,18+,19-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.01963,0.032399,-0.030974,0.050604,0.241617,0.186528,0.05509,-0.16081,0.21586,0.031889,-0.085485,0.117374,-0.041902,-0.19497,0.153068,1,80,19,22,3,6,6,1,2.667345622,1.116290667,1.530199055,8,97,100.02,7,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.554419265,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-12-18-13-22-21(14-19(16-29-22)28-33-25(5,6)26(7,8)34-28)27(15-17)20(18)10-9-11-30(27)23(31)32-24(2,3)4/h14,16-18,20H,9-13,15H2,1-8H3/t17-,18+,20-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.004435,0.001696,-0.054654,0.050219,-0.264838,-0.397344,0.132506,-0.24499,0.2125,-0.013754,-0.124741,0.110988,-0.3989,-0.525582,0.126682,1,80,19,22,3,6,6,1,2.485172108,1.116290667,1.530199055,8,102,100.02,7,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.620923897,1250,1
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-14-18-15-21-20(11-12-22(29-21)28-33-25(5,6)26(7,8)34-28)27(16-17)19(18)10-9-13-30(27)23(31)32-24(2,3)4/h11-12,17-19H,9-10,13-16H2,1-8H3/t17-,18+,19-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.071555,0.161737,0.022615,0.048939,0.417789,0.39843,0.019359,0.05812,0.18679,0.165389,0.051841,0.113548,0.108792,-0.019705,0.128496,1,80,19,22,3,6,6,1,2.523938423,1.116290667,1.530199055,8,89,100.02,6,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.063159247,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-15-18-19-12-10-14-30(23(31)32-24(2,3)4)27(19,16-17)20-11-9-13-29-22(20)21(18)28-33-25(5,6)26(7,8)34-28/h9,11,13,17-19,21H,10,12,14-16H2,1-8H3/t17-,18-,19-,21-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.025064,0.047631,-0.059315,0.042628,-0.285188,-0.500015,0.113638,-0.41726,0.22681,0.044276,-0.162907,0.10422,0.065424,-0.294489,0.17608,1,80,19,22,3,6,6,1,2.936811778,1.116290667,1.530199055,8,82,100.02,6,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.734067853,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-17-15-18-16-21-20(11-9-13-29-21)27(22(17)28-33-25(5,6)26(7,8)34-28)19(18)12-10-14-30(27)23(31)32-24(2,3)4/h9,11,13,17-19,22H,10,12,14-16H2,1-8H3/t17-,18+,19-,22+,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.009834,0.021957,-0.066845,0.027753,-0.238742,-0.333654,0.027663,-0.38011,0.22695,0.033925,-0.150595,0.103154,0.023614,-0.332783,0.18912,1,80,19,22,3,6,6,1,2.772251679,1.116290667,1.530199055,8,98,100.02,8,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.381909143,1250,0
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1","InChI=1S/C27H41BN2O4/c1-23(2,3)32-22(31)30-14-10-12-19-18-15-21-20(11-9-13-29-21)27(19,30)17-26(8,16-18)28-33-24(4,5)25(6,7)34-28/h9,11,13,18-19H,10,12,14-17H2,1-8H3/t18-,19-,26+,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.005883,-0.002681,-0.024035,0.029919,0.413052,0.561685,-0.148633,-0.23234,0.19976,0.030333,-0.047776,0.078109,0.272002,0.095568,0.176434,1,80,19,22,3,6,6,1,3.804350481,1.116290667,1.530199055,8,87,100.02,7,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.700569361,1250,0
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","InChI=1S/C22H27BClNO4S/c1-21(2)22(3,4)29-23(28-21)18-12-14-13-25(11-10-17(14)30-18)19(20(26)27-5)15-8-6-7-9-16(15)24/h6-9,12,19H,10-11,13H2,1-5H3/t19-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.027008,-0.044769,-0.082975,0.055967,-0.003588,-0.17202,0.168432,-0.38272,0.22724,-0.019519,-0.154183,0.134664,-0.151371,-0.311331,0.15996,3,25,10,12,1,11,11,2,2.689263289,1.116290667,1.495075345,6,67,64.39,6,73.08650794,2,2,1,0,0,2666,6,80.529599,6.083657867,8.665323199,32.98263872,70,84.927,15,4,8.216485165,867,1
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","InChI=1S/C22H27BClNO4S/c1-21(2)22(3,4)29-23(28-21)16-13-30-18-10-11-25(12-15(16)18)19(20(26)27-5)14-8-6-7-9-17(14)24/h6-9,13,19H,10-12H2,1-5H3/t19-/m0/s1",2,2,9,3,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,-0.019416,-0.018305,-0.071731,0.052315,-0.069251,-0.177234,0.107983,-0.24427,0.21853,-0.017447,-0.129653,0.112206,0.394258,0.272028,0.12223,3,25,10,12,1,11,11,2,2.558476252,1.116290667,1.495075345,6,70,64.39,6,73.08650794,2,2,1,0,0,2666,6,80.529599,6.083657867,8.665323199,32.98263872,70,84.927,15,4,8.021543021,867,0
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","InChI=1S/C22H27BClNO4S/c1-21(2)22(3,4)29-23(28-21)19-15-11-13-30-17(15)10-12-25(19)18(20(26)27-5)14-8-6-7-9-16(14)24/h6-9,11,13,18-19H,10,12H2,1-5H3/t18-,19?/m0/s1",2,2,9,3,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.062753,0.152003,-0.008425,0.030305,0.318471,0.419889,-0.059694,-0.17772,0.18377,0.146404,-0.042118,0.077901,-0.475013,-0.835291,0.170428,3,25,10,12,1,11,11,2,3.838078346,1.359456,1.495075345,6,76,64.39,7,73.08650794,2,2,1,0,0,2666,6,80.529599,6.083657867,8.665323199,32.98263872,70,84.927,15,4,8.594677732,867,0
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","InChI=1S/C22H27BClNO4S/c1-20(2)21(3,4)29-23(28-20)22(19(26)27-5,16-8-6-7-9-17(16)24)25-12-10-18-15(14-25)11-13-30-18/h6-9,11,13H,10,12,14H2,1-5H3",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.058143,0.139876,0.025368,0.032775,0.126404,0.032991,0.093413,-0.10377,0.22288,0.14983,0.038249,0.111581,0.704527,0.542131,0.162396,3,25,10,12,1,11,11,2,2.828661999,1.359456,1.495075345,6,68,64.39,6,73.08650794,2,2,1,0,0,2666,6,80.529599,6.083657867,8.665323199,32.98263872,70,84.927,15,4,10.22666822,867,0
