Substrate,type
"InChI=1S/C20H24N2O2S/c1-14-11-15(2)20(16(3)12-14)25(23,24)22(4)10-9-17-13-21-19-8-6-5-7-18(17)19/h5-8,11-13,21H,9-10H2,1-4H3",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C12H14N2O2/c1-16-12(15)13-7-6-9-8-14-11-5-3-2-4-10(9)11/h2-5,8,14H,6-7H2,1H3,(H,13,15)",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",indole
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C11H18Si/c1-4-7-10-8-5-6-9-11(10)12(2)3/h5-6,8-9,12H,4,7H2,1-3H3",ER aromatic
"InChI=1S/C4H11ClSi/c1-4-6(2,3)5/h4H2,1-3H3",aliphatic
"InChI=1S/C4H11ClSi/c1-4-6(2,3)5/h4H2,1-3H3",aliphatic
"InChI=1S/C4H11ClSi/c1-4-6(2,3)5/h4H2,1-3H3",aliphatic
"InChI=1S/C5H13ClSi/c1-5(2)7(3,4)6/h5H,1-4H3",aliphatic
"InChI=1S/C5H13ClSi/c1-5(2)7(3,4)6/h5H,1-4H3",aliphatic
"InChI=1S/C5H13ClSi/c1-5(2)7(3,4)6/h5H,1-4H3",aliphatic
"InChI=1S/C6H15ClSi/c1-4-5-6-8(2,3)7/h4-6H2,1-3H3",aliphatic
"InChI=1S/C6H15ClSi/c1-4-5-6-8(2,3)7/h4-6H2,1-3H3",aliphatic
"InChI=1S/C6H15ClSi/c1-4-5-6-8(2,3)7/h4-6H2,1-3H3",aliphatic
"InChI=1S/C6H15ClSi/c1-4-5-6-8(2,3)7/h4-6H2,1-3H3",aliphatic
"InChI=1S/C6H15ClSi/c1-4-5-6-8(2,3)7/h4-6H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C10H23ClSi/c1-4-5-6-7-8-9-10-12(2,3)11/h4-10H2,1-3H3",aliphatic
"InChI=1S/C3H8Cl2Si/c1-6(2,5)3-4/h3H2,1-2H3",aliphatic
"InChI=1S/C3H8Cl2Si/c1-6(2,5)3-4/h3H2,1-2H3",aliphatic
"InChI=1S/C32H48S2Si2/c1-19(2)35(20(3)4,21(5)6)30-17-25-13-14-26-27(32(25)34-30)15-16-29-28(26)18-31(33-29)36(22(7)8,23(9)10)24(11)12/h13-24H,1-12H3",benzothiophene
"InChI=1S/C32H48S2Si2/c1-19(2)35(20(3)4,21(5)6)30-17-25-13-14-26-27(32(25)34-30)15-16-29-28(26)18-31(33-29)36(22(7)8,23(9)10)24(11)12/h13-24H,1-12H3",benzothiophene
"InChI=1S/C32H48S2Si2/c1-19(2)35(20(3)4,21(5)6)30-17-25-13-14-26-27(32(25)34-30)15-16-29-28(26)18-31(33-29)36(22(7)8,23(9)10)24(11)12/h13-24H,1-12H3",benzothiophene
"InChI=1S/C32H48S2Si2/c1-19(2)35(20(3)4,21(5)6)30-17-25-13-14-26-27(32(25)34-30)15-16-29-28(26)18-31(33-29)36(22(7)8,23(9)10)24(11)12/h13-24H,1-12H3",benzothiophene
"InChI=1S/C32H48S2Si2/c1-19(2)35(20(3)4,21(5)6)30-17-25-13-14-26-27(32(25)34-30)15-16-29-28(26)18-31(33-29)36(22(7)8,23(9)10)24(11)12/h13-24H,1-12H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
"InChI=1S/C30H40S2/c1-3-5-7-9-11-13-15-24-21-23-17-18-26-27(30(23)32-24)19-20-29-28(26)22-25(31-29)16-14-12-10-8-6-4-2/h17-22H,3-16H2,1-2H3",benzothiophene
InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,aromatic
InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,aromatic
InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C20H18/c1-20(2,3)17-11-15-9-7-13-5-4-6-14-8-10-16(12-17)19(15)18(13)14/h4-12H,1-3H3",aromatic
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-7-10(13-2)5-6-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C10H8ClN/c1-7-2-3-8-6-9(11)4-5-10(8)12-7/h2-6H,1H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11NO/c1-8-3-4-9-5-6-10(13-2)7-11(9)12-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C11H8N2/c1-8-2-4-10-5-3-9(7-12)6-11(10)13-8/h2-6H,1H3",quinoline
"InChI=1S/C6H6BrN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",ER aromatic
"InChI=1S/C6H6BrN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",ER aromatic
"InChI=1S/C6H6ClNO/c7-5-3-4(8)1-2-6(5)9/h1-3,9H,8H2",ER aromatic
"InChI=1S/C6H6ClNO/c7-5-3-4(8)1-2-6(5)9/h1-3,9H,8H2",ER aromatic
"InChI=1S/C6H6ClNO/c7-5-3-4(8)1-2-6(5)9/h1-3,9H,8H2",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4H,11H2",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4H,11H2",ER aromatic
"InChI=1S/C6H5ClFN/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",ER aromatic
"InChI=1S/C6H5ClFN/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",ER aromatic
"InChI=1S/C6H5ClFN/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",ER aromatic
"InChI=1S/C7H6N2/c8-5-6-1-3-7(9)4-2-6/h1-4H,9H2",ER aromatic
"InChI=1S/C7H6N2/c8-5-6-1-3-7(9)4-2-6/h1-4H,9H2",ER aromatic
"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",ER aromatic
"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",ER aromatic
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",ER aromatic
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",ER aromatic
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2",ER aromatic
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2",ER aromatic
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H",ED aromatic
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H",ED aromatic
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H",ED aromatic
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3",ED aromatic
InChI=1S/C7H5FO/c8-7-3-1-6(5-9)2-4-7/h1-5H,ED aromatic
InChI=1S/C7H5FO/c8-7-3-1-6(5-9)2-4-7/h1-5H,ED aromatic
InChI=1S/C7H5FO/c8-7-3-1-6(5-9)2-4-7/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H,ED aromatic
InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H,ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ED aromatic
"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ED aromatic
"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",ER aromatic
"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",ER aromatic
"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",ER aromatic
"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",ER aromatic
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",ER aromatic
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",ER aromatic
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ER aromatic
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ER aromatic
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ER aromatic
"InChI=1S/C7H5F3O/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4,11H",ED aromatic
"InChI=1S/C7H5F3O/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4,11H",ED aromatic
"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",ER aromatic
"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",ER aromatic
"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",ER aromatic
"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",ER aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
